estacion,tmedia,fecha_obs
PECSO,22.5,2017-12-31
PMOSO,21,2017-12-31
PTASO,20.5,2017-12-31
PTQSO,13.5,2017-12-31
QRBSO,20,2017-12-31
SBNSO,21.25,2017-12-31
SJPSO,20.5,2017-12-31
SLCSO,18.5,2017-12-31
SRSSO,17,2017-12-31
TPCSO,20.5,2017-12-31
YCRSO,11.75,2017-12-31
BDCTB,25.5,2017-12-31
CARTB,24.5,2017-12-31
EMUTB,25.8,2017-12-31
EPOTB,25,2017-12-31
GABTB,26.16,2017-12-31
GONTB,24.5,2017-12-31
MACTB,24.75,2017-12-31
OXOTB,25,2017-12-31
PNVTB,24.25,2017-12-31
PUYTB,24.5,2017-12-31
SAMTB,22,2017-12-31
SJOTB,25.5,2017-12-31
SPTTB,24.75,2017-12-31
TAPTB,22.75,2017-12-31
TEATB,26.5,2017-12-31
CUATL,13.5,2017-12-31
ZITTL,11.5,2017-12-31
ABSTP,19.3,2017-12-31
AHLTP,19.6,2017-12-31
BALTP,20.7,2017-12-31
BR1TP,18.4,2017-12-31
BRRTP,18.3,2017-12-31
CDOTP,15,2017-12-31
CONTP,14.5,2017-12-31
CORTP,18.8,2017-12-31
CVCTP,18.7,2017-12-31
CVTTP,18.5,2017-12-31
ENNTP,18.1,2017-12-31
ERCTP,21,2017-12-31
FDOTP,17.9,2017-12-31
LSRTP,19.2,2017-12-31
MAGTP,16.55,2017-12-31
MATTP,14,2017-12-31
MDRTP,20.8,2017-12-31
MGSTP,19.6,2017-12-31
MHGTP,17.1,2017-12-31
MRGTP,14,2017-12-31
PADTP,18.05,2017-12-31
PANTP,14.5,2017-12-31
PDMTP,20.1,2017-12-31
PILTP,18.6,2017-12-31
PJMTP,17.5,2017-12-31
PVLTP,14.45,2017-12-31
RFRTP,19.9,2017-12-31
RSPTP,19.5,2017-12-31
RYATP,15,2017-12-31
RYNTP,15,2017-12-31
SBNTP,19.6,2017-12-31
SDATP,19.4,2017-12-31
SGBTP,19.7,2017-12-31
SLMTP,19.85,2017-12-31
SLZTP,20,2017-12-31
STETP,17.75,2017-12-31
TMSTP,20.1,2017-12-31
VCATP,14,2017-12-31
VGRTP,19.65,2017-12-31
VHMTP,13,2017-12-31
VSMTP,18.5,2017-12-31
ACAVC,17,2017-12-31
ACTVC,22.7,2017-12-31
ARCVC,22,2017-12-31
BANVC,15.5,2017-12-31
BRIVC,13.5,2017-12-31
CHYVC,20.5,2017-12-31
COPVC,22,2017-12-31
COTVC,23.2,2017-12-31
CRDVC,22,2017-12-31
CTTVC,22.2,2017-12-31
ETEVC,21.7,2017-12-31
GARVC,23,2017-12-31
HGOVC,20.7,2017-12-31
HLSVC,21.4,2017-12-31
IDOVC,23.7,2017-12-31
JCRVC,22.7,2017-12-31
JDCVC,23.5,2017-12-31
JOYVC,8,2017-12-31
LGRVC,11,2017-12-31
LPEVC,22.5,2017-12-31
MDTVC,25.25,2017-12-31
MFAVC,23,2017-12-31
MNZVC,20,2017-12-31
MZNVC,17,2017-12-31
NAOVC,14.5,2017-12-31
OLVVC,20.2,2017-12-31
ORZVC,16.5,2017-12-31
OTIVC,14.5,2017-12-31
PNCVC,20.4,2017-12-31
PRCVC,20.5,2017-12-31
PSNVC,21.4,2017-12-31
RALVC,23.5,2017-12-31
SBTVC,21.7,2017-12-31
SONVC,20.2,2017-12-31
TAPVC,17,2017-12-31
TMPVC,21.5,2017-12-31
TOTVC,16.5,2017-12-31
TXPVC,21,2017-12-31
VERVC,22.9,2017-12-31
VTEVC,22.5,2017-12-31
XCFVC,15.5,2017-12-31
XOBVC,15.9,2017-12-31
ABAYC,20,2017-12-31
BECYC,22.5,2017-12-31
CANYC,23.5,2017-12-31
CHIYC,21.25,2017-12-31
CHOYC,25,2017-12-31
CYOYC,23.75,2017-12-31
EZAYC,25.5,2017-12-31
FAEYC,25,2017-12-31
GARYC,24.75,2017-12-31
MEOYC,25.8,2017-12-31
MTOYC,22.5,2017-12-31
MUNYC,23,2017-12-31
OXKYC,22,2017-12-31
PETYC,23.5,2017-12-31
PROYC,23.95,2017-12-31
RLAYC,23,2017-12-31
TICYC,24.75,2017-12-31
TIZYC,23.5,2017-12-31
VALYC,25.55,2017-12-31
ACHZC,14.5,2017-12-31
ATGZC,11.7,2017-12-31
CHIZC,18.5,2017-12-31
ELCZC,16.2,2017-12-31
ELSZC,12.5,2017-12-31
EXCZC,16,2017-12-31
GPEZC,14.7,2017-12-31
GRCZC,11.7,2017-12-31
JERZC,16.2,2017-12-31
LFLZC,15,2017-12-31
LLBZC,13.7,2017-12-31
LMOZC,14.5,2017-12-31
LOBZC,15,2017-12-31
LORZC,14.5,2017-12-31
LREZC,14.5,2017-12-31
MGAZC,16,2017-12-31
MORZC,18.7,2017-12-31
NCTZC,14.7,2017-12-31
NTAZC,19,2017-12-31
PALZC,13,2017-12-31
PINZC,10.5,2017-12-31
RGRZC,14.7,2017-12-31
SOMZC,16.2,2017-12-31
STEZC,15.7,2017-12-31
STRZC,14.7,2017-12-31
TAYZC,16,2017-12-31
TCHZC,14.5,2017-12-31
TLAZC,14.7,2017-12-31
VHGZC,11.7,2017-12-31
ZACZC,15.5,2017-12-31
CB2DR,13,2017-12-31
FV2DR,13,2017-12-31
LANMC,15.4,2017-12-31
PA2DR,14.5,2017-12-31
THODR,16,2017-12-31
SB2DR,16,2017-12-31
GB2SI,23.5,2017-12-31
LD2SI,23.25,2017-12-31
SN2SI,19.5,2017-12-31
AL2SI,22,2017-12-31
